id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,latitud,longitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad,year,month,quarter,semester,id_victima
2016-0001,1,2016-01-01,4,avenida,8,-34.68757022,-58.47533969,moto,auto,conductor,masculino,19,fatal,2016,1,1,1,1
2016-0002,1,2016-01-02,1,gral paz,9,-34.66977709,-58.50877521,auto,pasajeros,conductor,masculino,70,fatal,2016,1,1,1,1
2016-0003,1,2016-01-03,7,avenida,1,-34.63189362,-58.39040293,moto,auto,conductor,masculino,30,fatal,2016,1,1,1,1
2016-0004,1,2016-01-10,0,avenida,8,-34.68092974,-58.46503904,moto,,conductor,masculino,18,fatal,2016,1,1,1,1
2016-0005,1,2016-01-21,5,avenida,1,-34.6224663,-58.38718297,moto,pasajeros,conductor,masculino,29,fatal,2016,1,1,1,1
2016-0008,1,2016-01-24,18,avenida,8,-34.68475866,-58.44451316,moto,objeto fijo,conductor,masculino,30,fatal,2016,1,1,1,1
2016-0009,1,2016-01-24,19,calle,11,-34.6082544,-58.50095869,moto,auto,pasajero_acompañante,masculino,29,fatal,2016,1,1,1,1
2016-0010,1,2016-01-29,15,gral paz,9,-34.66977709,-58.50877521,moto,auto,conductor,masculino,18,fatal,2016,1,1,1,1
2016-0012,1,2016-02-08,1,avenida,1,-34.61303893,-58.38048577,moto,cargas,conductor,masculino,22,fatal,2016,2,1,1,1
2016-0013,1,2016-02-10,11,avenida,1,-34.62477387,-58.39114932,peaton,auto,peaton,masculino,16,fatal,2016,2,1,1,1
2016-0015,1,2016-02-14,5,avenida,15,-34.59912758,-58.4376002,peaton,auto,peaton,femenino,16,fatal,2016,2,1,1,1
2016-0016,1,2016-02-14,22,avenida,4,-34.64291993,-58.36882665,moto,auto,pasajero_acompañante,femenino,19,fatal,2016,2,1,1,1
2016-0017,1,2016-02-15,16,avenida,8,-34.65970435,-58.44989671,peaton,moto,peaton,masculino,59,fatal,2016,2,1,1,1
2016-0019,1,2016-02-17,9,calle,9,-34.65468721,-58.50990884,peaton,pasajeros,peaton,femenino,65,fatal,2016,2,1,1,1
2016-0020,1,2016-02-17,16,calle,1,-34.60653282,-58.37952223,peaton,auto,peaton,masculino,59,fatal,2016,2,1,1,1
2016-0021,1,2016-02-17,23,avenida,7,-34.63063795,-58.45157703,auto,auto,conductor,masculino,34,fatal,2016,2,1,1,1
2016-0022,1,2016-02-21,6,avenida,1,-34.61079875,-58.38144696,moto,auto,pasajero_acompañante,masculino,41,fatal,2016,2,1,1,1
2016-0025,1,2016-02-28,4,gral paz,8,-34.70524971,-58.46244952,auto,auto,pasajero_acompañante,masculino,34,fatal,2016,2,1,1,1
2016-0026,1,2016-02-28,7,calle,12,-34.54738649,-58.49216191,auto,objeto fijo,conductor,masculino,30,fatal,2016,2,1,1,1
2016-0027,1,2016-02-28,9,avenida,7,-34.63852623,-58.44497874,auto,auto,pasajero_acompañante,masculino,34,fatal,2016,2,1,1,1
2016-0028,1,2016-03-02,10,avenida,1,-34.60028648,-58.38199706,peaton,cargas,peaton,masculino,50,fatal,2016,3,1,1,1
2016-0029,1,2016-03-04,17,avenida,12,-34.54153077,-58.47378664,peaton,pasajeros,peaton,masculino,38,fatal,2016,3,1,1,1
2016-0031,1,2016-03-08,12,gral paz,8,-34.69843756,-58.47064556,moto,pasajeros,conductor,masculino,21,fatal,2016,3,1,1,1
2016-0034,1,2016-03-12,12,avenida,4,-34.65076549,-58.40623949,peaton,pasajeros,peaton,masculino,52,fatal,2016,3,1,1,1
2016-0035,1,2016-03-13,6,avenida,3,-34.60443527,-58.39228965,moto,pasajeros,conductor,masculino,34,fatal,2016,3,1,1,1
2016-0036,1,2016-03-14,0,calle,4,-34.63668504,-58.37813396,moto,pasajeros,pasajero_acompañante,masculino,36,fatal,2016,3,1,1,1
2016-0037,1,2016-03-19,11,avenida,7,-34.64358293,-58.46275892,moto,moto,conductor,masculino,20,fatal,2016,3,1,1,1
2016-0038,1,2016-03-21,8,gral paz,8,-34.67892743,-58.49683458,peaton,pasajeros,peaton,masculino,29,fatal,2016,3,1,1,1
2016-0039,1,2016-03-23,1,avenida,3,-34.6088396,-58.40603217,moto,pasajeros,conductor,masculino,20,fatal,2016,3,1,1,1
2016-0041,2,2016-03-29,11,avenida,7,-34.63350444,-58.4607655,moto,cargas,conductor,masculino,54,fatal,2016,3,1,1,1
2016-0041,2,2016-03-29,11,avenida,7,-34.63350444,-58.4607655,moto,cargas,pasajero_acompañante,masculino,,fatal,2016,3,1,1,2
2016-0043,1,2016-03-30,18,avenida,8,-34.67494416,-58.47832463,peaton,cargas,peaton,femenino,56,fatal,2016,3,1,1,1
2016-0044,1,2016-03-31,19,avenida,7,-34.63693953,-58.43213235,moto,multiple,conductor,masculino,24,fatal,2016,3,1,1,1
2016-0045,1,2016-04-11,10,gral paz,13,-34.53476874,-58.46743471,moto,,conductor,masculino,,fatal,2016,4,2,1,1
2016-0047,1,2016-04-15,5,calle,1,-34.62571878,-58.38247061,peaton,pasajeros,peaton,masculino,41,fatal,2016,4,2,1,1
2016-0048,1,2016-04-15,17,avenida,15,-34.5917024,-58.44759966,peaton,pasajeros,peaton,femenino,,fatal,2016,4,2,1,1
2016-0049,1,2016-04-17,0,autopista,4,-34.63657525428238,-58.37714647568196,,,,,,fatal,2016,4,2,1,1
2016-0050,1,2016-04-19,9,avenida,8,-34.68550712,-58.47305463,peaton,pasajeros,peaton,masculino,78,fatal,2016,4,2,1,1
2016-0051,1,2016-04-20,4,avenida,4,-34.65076549,-58.40623949,moto,cargas,conductor,masculino,36,fatal,2016,4,2,1,1
2016-0052,1,2016-04-20,20,autopista,13,,,moto,,,,,fatal,2016,4,2,1,1
2016-0053,1,2016-04-22,9,avenida,12,-34.57558053,-58.4842918,peaton,pasajeros,peaton,masculino,38,fatal,2016,4,2,1,1
2016-0054,1,2016-04-23,21,autopista,8,-34.68795245,-58.48695354,moto,moto,conductor,masculino,30,fatal,2016,4,2,1,1
2016-0055,1,2016-04-25,20,avenida,14,-34.57964781,-58.40021959,peaton,cargas,peaton,masculino,79,fatal,2016,4,2,1,1
2016-0056,1,2016-04-26,4,avenida,14,-34.57660058,-58.42957885,moto,objeto fijo,conductor,masculino,26,fatal,2016,4,2,1,1
2016-0058,1,2016-05-04,14,calle,1,-34.62556293,-58.38247542,peaton,moto,peaton,femenino,57,fatal,2016,5,2,1,1
2016-0059,1,2016-05-08,16,calle,1,-34.62728101,-58.38222219,peaton,pasajeros,peaton,masculino,37,fatal,2016,5,2,1,1
2016-0064,1,2016-05-14,18,avenida,10,-34.62953445,-58.49485242,peaton,pasajeros,peaton,masculino,20,fatal,2016,5,2,1,1
2016-0065,1,2016-05-20,14,avenida,6,-34.61068024,-58.45227946,peaton,auto,peaton,masculino,20,fatal,2016,5,2,1,1
2016-0067,1,2016-05-21,17,avenida,8,-34.6751276,-58.48455411,moto,pasajeros,pasajero_acompañante,femenino,30,fatal,2016,5,2,1,1
2016-0068,1,2016-05-22,22,avenida,2,-34.58418569,-58.39056593,moto,pasajeros,conductor,masculino,58,fatal,2016,5,2,1,1
2016-0069,1,2016-05-23,3,avenida,3,-34.62704273,-58.39118948,auto,cargas,conductor,masculino,30,fatal,2016,5,2,1,1
2016-0073,1,2016-06-11,15,calle,10,-34.62025108,-58.49021952,moto,cargas,conductor,masculino,23,fatal,2016,6,2,1,1
2016-0074,1,2016-06-12,6,gral paz,8,-34.67732118,-58.49896559,auto,auto,conductor,masculino,60,fatal,2016,6,2,1,1
2016-0075,1,2016-06-12,23,autopista,8,-34.66874679,-58.47461076,peaton,auto,peaton,masculino,42,fatal,2016,6,2,1,1
2016-0076,1,2016-06-13,16,avenida,15,-34.60356211,-58.46210891,peaton,pasajeros,peaton,femenino,53,fatal,2016,6,2,1,1
2016-0077,1,2016-06-13,21,avenida,1,-34.60536123,-58.3702777,peaton,pasajeros,peaton,femenino,,fatal,2016,6,2,1,1
2016-0078,1,2016-06-13,23,avenida,3,-34.6146383,-58.40491455,moto,moto,conductor,masculino,30,fatal,2016,6,2,1,1
2016-0079,1,2016-06-16,17,avenida,13,-34.54864492,-58.45504154,auto,auto,conductor,femenino,51,fatal,2016,6,2,1,1
2016-0080,1,2016-06-18,6,gral paz,9,-34.63931752,-58.52927982,auto,,conductor,masculino,60,fatal,2016,6,2,1,1
2016-0081,1,2016-06-22,7,avenida,12,-34.55904606,-58.4872106,moto,auto,conductor,masculino,40,fatal,2016,6,2,1,1
2016-0082,1,2016-06-27,18,avenida,4,-34.64228803,-58.42273092,peaton,auto,peaton,masculino,87,fatal,2016,6,2,1,1
2016-0083,1,2016-06-28,20,avenida,6,-34.62539009,-58.44788671,peaton,moto,peaton,femenino,76,fatal,2016,6,2,1,1
2016-0084,1,2016-06-29,22,calle,1,-34.60135531,-58.38110563,peaton,pasajeros,peaton,masculino,57,fatal,2016,6,2,1,1
2016-0085,1,2016-06-29,22,avenida,4,-34.657341,-58.42378834,moto,otro,,masculino,,fatal,2016,6,2,1,1
2016-0086,1,2016-06-30,16,avenida,10,-34.63652467,-58.48727942,peaton,pasajeros,peaton,masculino,75,fatal,2016,6,2,1,1
2016-0087,1,2016-07-02,0,autopista,1,-34.62907067,-58.37864583,moto,objeto fijo,conductor,masculino,23,fatal,2016,7,3,2,1
2016-0088,1,2016-07-11,15,calle,12,-34.56767549,-58.5015175,peaton,auto,peaton,femenino,70,fatal,2016,7,3,2,1
2016-0089,1,2016-07-14,6,autopista,13,-34.55185825,-58.43233425,peaton,auto,peaton,masculino,35,fatal,2016,7,3,2,1
2016-0090,1,2016-07-14,22,avenida,5,-34.6111224,-58.41971993,peaton,pasajeros,peaton,masculino,60,fatal,2016,7,3,2,1
2016-0092,1,2016-07-15,11,gral paz,13,-34.53476874,-58.46743471,moto,cargas,conductor,masculino,24,fatal,2016,7,3,2,1
2016-0093,1,2016-07-17,3,avenida,6,-34.62301748,-58.44362126,auto,auto,conductor,masculino,35,fatal,2016,7,3,2,1
2016-0095,1,2016-07-23,6,avenida,11,-34.59546519,-58.51713095,moto,auto,conductor,masculino,29,fatal,2016,7,3,2,1
2016-0096,1,2016-07-25,7,autopista,8,-34.66684950051973,-58.47433193007387,moto,cargas,conductor,masculino,,fatal,2016,7,3,2,1
2016-0097,1,2016-07-26,18,calle,1,-34.6156281,-58.39038605,peaton,auto,peaton,masculino,80,fatal,2016,7,3,2,1
2016-0098,1,2016-07-27,16,avenida,3,-34.62356174,-58.40042405,moto,cargas,conductor,femenino,43,fatal,2016,7,3,2,1
2016-0099,1,2016-07-29,16,gral paz,11,-34.59798754,-58.52340614,cargas,cargas,conductor,masculino,45,fatal,2016,7,3,2,1
2016-0100,1,2016-08-03,23,gral paz,12,-34.54795581,-58.49491054,moto,objeto fijo,conductor,masculino,57,fatal,2016,8,3,2,1
2016-0101,1,2016-08-07,19,gral paz,9,-34.65014993,-58.52932872,,,,masculino,67,fatal,2016,8,3,2,1
2016-0102,1,2016-08-10,23,avenida,9,-34.67316502,-58.50011639,moto,cargas,conductor,masculino,29,fatal,2016,8,3,2,1
2016-0104,1,2016-08-14,21,avenida,9,-34.65624369,-58.46635001,moto,pasajeros,conductor,masculino,21,fatal,2016,8,3,2,1
2016-0105,1,2016-08-17,0,avenida,15,-34.58435809,-58.45343236,peaton,pasajeros,peaton,masculino,19,fatal,2016,8,3,2,1
2016-0106,1,2016-08-19,21,avenida,1,-34.58927731,-58.38090932,peaton,pasajeros,peaton,masculino,38,fatal,2016,8,3,2,1
2016-0107,1,2016-08-20,8,autopista,4,-34.65429986,-58.37157668,moto,auto,conductor,masculino,21,fatal,2016,8,3,2,1
2016-0109,1,2016-08-24,5,autopista,9,-34.63659934,-58.52280139,auto,objeto fijo,conductor,femenino,53,fatal,2016,8,3,2,1
2016-0110,1,2016-08-24,20,avenida,9,-34.6590353,-58.51232237,peaton,,peaton,masculino,57,fatal,2016,8,3,2,1
2016-0111,1,2016-08-25,9,autopista,15,-34.57663634,-58.47461905,moto,cargas,conductor,masculino,27,fatal,2016,8,3,2,1
2016-0112,1,2016-08-27,4,autopista,1,-34.62282019,-58.38268809,moto,objeto fijo,conductor,masculino,24,fatal,2016,8,3,2,1
2016-0113,1,2016-08-27,16,avenida,9,-34.64564271,-58.49603546,peaton,pasajeros,peaton,femenino,60,fatal,2016,8,3,2,1
2016-0114,1,2016-08-31,11,calle,14,-34.59394733,-58.41848605,bicicleta,cargas,ciclista,femenino,55,fatal,2016,8,3,2,1
2016-0115,1,2016-09-02,11,calle,12,-34.54917673,-58.48935041,,cargas,,masculino,,fatal,2016,9,3,2,1
2016-0116,1,2016-09-02,20,avenida,8,-34.68475866,-58.44451316,moto,auto,conductor,masculino,30,fatal,2016,9,3,2,1
2016-0117,1,2016-09-03,15,avenida,14,-34.58271474,-58.39936478,auto,auto,conductor,masculino,43,fatal,2016,9,3,2,1
2016-0118,1,2016-09-04,3,autopista,1,-34.62694503,-58.37936704,auto,auto,conductor,masculino,27,fatal,2016,9,3,2,1
2016-0119,1,2016-09-04,6,avenida,12,-34.56353635,-58.49659234,,,pasajero_acompañante,femenino,,fatal,2016,9,3,2,1
2016-0122,1,2016-09-13,7,avenida,9,-34.65194557,-58.47256391,bicicleta,pasajeros,ciclista,masculino,49,fatal,2016,9,3,2,1
2016-0123,1,2016-09-14,9,avenida,7,-34.64053676,-58.45130953,moto,auto,conductor,femenino,58,fatal,2016,9,3,2,1
2016-0124,1,2016-09-16,15,avenida,7,-34.62884871,-58.46271207,peaton,pasajeros,peaton,masculino,67,fatal,2016,9,3,2,1
2016-0125,1,2016-09-17,12,autopista,10,-34.64243791,-58.49020869,moto,moto,conductor,masculino,30,fatal,2016,9,3,2,1
2016-0126,2,2016-09-18,22,calle,10,-34.62125906,-58.52572109,auto,cargas,conductor,masculino,37,fatal,2016,9,3,2,1
2016-0126,2,2016-09-18,22,calle,10,-34.62125906,-58.52572109,auto,cargas,pasajero_acompañante,masculino,60,fatal,2016,9,3,2,2
2016-0127,1,2016-09-24,10,avenida,8,-34.66677111,-58.44094791,peaton,pasajeros,peaton,masculino,50,fatal,2016,9,3,2,1
2016-0128,1,2016-10-02,11,avenida,5,-34.6305389,-58.41914024,peaton,pasajeros,peaton,femenino,81,fatal,2016,10,4,2,1
2016-0130,1,2016-10-04,12,autopista,1,-34.62764717,-58.37910942,moto,cargas,conductor,masculino,29,fatal,2016,10,4,2,1
2016-0131,1,2016-10-09,19,calle,4,-34.64539318,-58.39871183,peaton,auto,peaton,masculino,35,fatal,2016,10,4,2,1
2016-0132,1,2016-10-10,2,avenida,3,-34.62477021,-58.41036975,auto,pasajeros,pasajero_acompañante,masculino,30,fatal,2016,10,4,2,1
2016-0133,1,2016-10-14,0,avenida,14,-34.5834269,-58.40204698,moto,auto,conductor,masculino,41,fatal,2016,10,4,2,1
2016-0134,1,2016-10-23,5,avenida,8,-34.67648597,-58.48935287,moto,objeto fijo,conductor,masculino,25,fatal,2016,10,4,2,1
2016-0135,1,2016-10-24,5,avenida,14,-34.56403694,-58.42260225,peaton,,peaton,masculino,29,fatal,2016,10,4,2,1
2016-0136,1,2016-10-25,0,autopista,4,,,moto,cargas,conductor,,,fatal,2016,10,4,2,1
2016-0137,1,2016-10-25,0,avenida,11,-34.59035925,-58.51537091,moto,moto,conductor,masculino,30,fatal,2016,10,4,2,1
2016-0138,1,2016-10-27,20,avenida,13,-34.55922742,-58.4590967,bicicleta,cargas,ciclista,femenino,33,fatal,2016,10,4,2,1
2016-0139,1,2016-10-28,23,avenida,14,-34.56539579,-58.42008769,moto,moto,pasajero_acompañante,femenino,35,fatal,2016,10,4,2,1
2016-0140,1,2016-10-31,2,avenida,13,-34.56147293,-58.45566399,pasajeros,pasajeros,pasajero_acompañante,masculino,20,fatal,2016,10,4,2,1
2016-0142,1,2016-11-05,23,avenida,1,-34.59276462,-58.37533517,moto,pasajeros,conductor,masculino,46,fatal,2016,11,4,2,1
2016-0143,1,2016-11-06,4,avenida,8,-34.68475866,-58.44451316,moto,,conductor,masculino,35,fatal,2016,11,4,2,1
2016-0144,1,2016-11-07,12,avenida,4,-34.63343907,-58.35975012,peaton,pasajeros,peaton,masculino,83,fatal,2016,11,4,2,1
2016-0145,1,2016-11-07,20,avenida,13,-34.55953855,-58.44523595,moto,auto,conductor,masculino,39,fatal,2016,11,4,2,1
2016-0146,1,2016-11-09,20,avenida,4,-34.63036565,-58.39626094,peaton,pasajeros,peaton,femenino,29,fatal,2016,11,4,2,1
2016-0147,1,2016-11-16,21,avenida,1,-34.61799615,-58.38896772,movil,pasajeros,pasajero_acompañante,masculino,55,fatal,2016,11,4,2,1
2016-0148,1,2016-11-16,22,avenida,15,-34.59484504,-58.46536113,moto,moto,conductor,masculino,,fatal,2016,11,4,2,1
2016-0150,1,2016-11-18,18,avenida,4,-34.65273216,-58.40879146,cargas,cargas,pasajero_acompañante,masculino,41,fatal,2016,11,4,2,1
2016-0151,1,2016-11-18,20,calle,0,,,peaton,,peaton,,,fatal,2016,11,4,2,1
2016-0152,1,2016-11-23,21,avenida,7,-34.64991946,-58.46451841,moto,auto,conductor,masculino,42,fatal,2016,11,4,2,1
2016-0153,1,2016-11-25,15,avenida,15,-34.59485488,-58.4291709,peaton,moto,peaton,femenino,83,fatal,2016,11,4,2,1
2016-0154,1,2016-11-26,14,gral paz,8,-34.68251141,-58.49007772,moto,moto,conductor,masculino,38,fatal,2016,11,4,2,1
2016-0155,1,2016-11-26,16,calle,10,-34.62772274,-58.52756365,peaton,auto,peaton,femenino,29,fatal,2016,11,4,2,1
2016-0156,1,2016-11-26,19,avenida,3,-34.61943202,-58.40638983,moto,pasajeros,conductor,masculino,23,fatal,2016,11,4,2,1
2016-0157,1,2016-12-03,6,avenida,11,-34.61740997,-58.47576807,moto,moto,conductor,masculino,23,fatal,2016,12,4,2,1
2016-0159,1,2016-12-04,7,avenida,8,-34.68475866,-58.44451316,auto,,conductor,masculino,23,fatal,2016,12,4,2,1
2016-0160,1,2016-12-06,5,autopista,9,-34.63635787,-58.51927194,cargas,objeto fijo,conductor,masculino,29,fatal,2016,12,4,2,1
2016-0161,1,2016-12-06,7,avenida,14,-34.57866344,-58.42525456,peaton,pasajeros,peaton,masculino,50,fatal,2016,12,4,2,1
2016-0162,1,2016-12-07,5,avenida,15,-34.58518167,-58.45396573,peaton,auto,peaton,masculino,38,fatal,2016,12,4,2,1
2016-0163,1,2016-12-10,7,gral paz,11,-34.59798754,-58.52340614,moto,auto,conductor,masculino,23,fatal,2016,12,4,2,1
2016-0164,1,2016-12-11,6,avenida,4,-34.64119105,-58.42323628,auto,auto,conductor,masculino,29,fatal,2016,12,4,2,1
2016-0165,1,2016-12-12,8,avenida,4,-34.62841919,-58.36926144,bicicleta,pasajeros,ciclista,masculino,37,fatal,2016,12,4,2,1
2016-0168,1,2016-12-13,10,avenida,4,-34.64119105,-58.42323628,moto,auto,conductor,masculino,43,fatal,2016,12,4,2,1
2016-0169,1,2016-12-15,15,avenida,12,-34.55676497,-58.47935434,moto,pasajeros,conductor,masculino,24,fatal,2016,12,4,2,1
2016-0170,1,2016-12-19,17,gral paz,12,-34.5637998,-58.50598256,moto,auto,pasajero_acompañante,masculino,21,fatal,2016,12,4,2,1
2016-0171,1,2016-12-25,19,autopista,1,-34.62150748,-58.36607137,moto,moto,conductor,,,fatal,2016,12,4,2,1
2016-0172,1,2016-12-26,8,avenida,5,-34.63174259,-58.41918902,moto,cargas,conductor,masculino,38,fatal,2016,12,4,2,1
2016-0173,1,2016-12-26,19,avenida,7,-34.63551751,-58.46749188,moto,cargas,conductor,masculino,35,fatal,2016,12,4,2,1
2016-0174,1,2016-12-27,0,autopista,0,-34.62247256,-58.36952992,,,,,,fatal,2016,12,4,2,1
2016-0175,1,2016-12-27,8,calle,7,-34.62960517,-58.46064174,peaton,bicicleta,peaton,femenino,,fatal,2016,12,4,2,1
2016-0176,1,2016-12-28,1,avenida,1,-34.61232875,-58.36956186,moto,pasajeros,conductor,masculino,28,fatal,2016,12,4,2,1
2016-0177,1,2016-12-29,4,calle,14,-34.58788235,-58.40966671,peaton,auto,peaton,femenino,27,fatal,2016,12,4,2,1
2016-0178,1,2016-12-30,16,calle,3,-34.61544091,-58.40288226,peaton,multiple,peaton,femenino,7,fatal,2016,12,4,2,1
2017-0001,1,2017-01-02,1,avenida,11,-34.61028571,-58.4659423,moto,cargas,conductor,masculino,18,fatal,2017,1,1,1,1
2017-0003,1,2017-01-05,3,avenida,4,-34.64410277,-58.38957669,cargas,cargas,pasajero_acompañante,masculino,33,fatal,2017,1,1,1,1
2017-0007,1,2017-01-11,17,calle,1,-34.61529543,-58.3816166,peaton,multiple,peaton,masculino,48,fatal,2017,1,1,1,1
2017-0008,1,2017-01-16,0,calle,14,-34.58494351,-58.43917004,moto,pasajeros,conductor,masculino,29,fatal,2017,1,1,1,1
2017-0009,1,2017-01-16,13,autopista,5,-34.62743346,-58.41595919,moto,cargas,conductor,masculino,36,fatal,2017,1,1,1,1
2017-0010,1,2017-01-16,16,avenida,6,-34.62828656,-58.4356488,moto,auto,conductor,masculino,23,fatal,2017,1,1,1,1
2017-0011,1,2017-01-22,2,gral paz,12,-34.5497951,-58.5007381,moto,objeto fijo,pasajero_acompañante,femenino,29,fatal,2017,1,1,1,1
2017-0012,1,2017-01-24,14,calle,4,-34.6505529,-58.40969005,moto,cargas,conductor,masculino,30,fatal,2017,1,1,1,1
2017-0013,1,2017-01-27,7,avenida,4,-34.65098981,-58.38972622,peaton,cargas,peaton,masculino,4,fatal,2017,1,1,1,1
2017-0014,1,2017-01-28,8,avenida,12,-34.55046754,-58.49185972,moto,multiple,pasajero_acompañante,femenino,22,fatal,2017,1,1,1,1
2017-0015,1,2017-02-02,15,avenida,2,-34.59963642,-58.39293417,peaton,auto,peaton,masculino,82,fatal,2017,2,1,1,1
2017-0016,1,2017-02-03,5,autopista,1,-34.62288231,-58.38099494,moto,cargas,conductor,masculino,27,fatal,2017,2,1,1,1
2017-0017,1,2017-02-06,8,avenida,14,-34.58095431,-58.429012,moto,auto,conductor,masculino,32,fatal,2017,2,1,1,1
2017-0018,1,2017-02-09,7,gral paz,9,-34.66977709,-58.50877521,moto,auto,conductor,masculino,30,fatal,2017,2,1,1,1
2017-0021,1,2017-02-18,5,calle,1,-34.60509972,-58.38362373,moto,pasajeros,conductor,masculino,43,fatal,2017,2,1,1,1
2017-0024,1,2017-02-23,20,avenida,7,-34.62955795,-58.46589308,peaton,pasajeros,peaton,masculino,39,fatal,2017,2,1,1,1
2017-0025,1,2017-02-24,17,avenida,7,-34.6542464,-58.43614426,moto,,conductor,masculino,23,fatal,2017,2,1,1,1
2017-0026,2,2017-02-26,5,avenida,4,-34.64979057,-58.41842777,auto,objeto fijo,pasajero_acompañante,femenino,23,fatal,2017,2,1,1,1
2017-0026,2,2017-02-26,5,avenida,4,-34.64979057,-58.41842777,auto,objeto fijo,conductor,masculino,19,fatal,2017,2,1,1,2
2017-0027,1,2017-02-26,21,avenida,1,-34.6319325,-58.38332245,peaton,auto,peaton,masculino,,fatal,2017,2,1,1,1
2017-0028,1,2017-02-28,9,avenida,6,-34.61196327,-58.45475488,peaton,auto,peaton,masculino,87,fatal,2017,2,1,1,1
2017-0029,1,2017-03-07,2,calle,9,-34.64742455,-58.48501341,,auto,,masculino,34,fatal,2017,3,1,1,1
2017-0030,1,2017-03-07,8,avenida,9,-34.65872088,-58.47010988,auto,pasajeros,conductor,femenino,27,fatal,2017,3,1,1,1
2017-0031,1,2017-03-11,1,calle,3,-34.62873635,-58.4099756,auto,objeto fijo,pasajero_acompañante,masculino,70,fatal,2017,3,1,1,1
2017-0032,1,2017-03-12,5,gral paz,8,-34.68359163,-58.48892175,auto,auto,pasajero_acompañante,femenino,40,fatal,2017,3,1,1,1
2017-0033,1,2017-03-12,7,gral paz,11,-34.60325478,-58.52466448,auto,auto,conductor,masculino,28,fatal,2017,3,1,1,1
2017-0034,1,2017-03-13,7,calle,14,-34.57929036,-58.42554218,peaton,auto,peaton,masculino,43,fatal,2017,3,1,1,1
2017-0035,3,2017-03-23,5,avenida,1,-34.61113641,-58.35881506,auto,objeto fijo,conductor,masculino,28,fatal,2017,3,1,1,1
2017-0035,3,2017-03-23,5,avenida,1,-34.61113641,-58.35881506,auto,objeto fijo,pasajero_acompañante,masculino,32,fatal,2017,3,1,1,2
2017-0035,3,2017-03-23,5,avenida,1,-34.61113641,-58.35881506,auto,objeto fijo,pasajero_acompañante,masculino,30,fatal,2017,3,1,1,3
2017-0036,2,2017-03-29,18,gral paz,12,-34.58159762,-58.51452347,moto,pasajeros,pasajero_acompañante,femenino,,fatal,2017,3,1,1,1
2017-0036,2,2017-03-29,18,gral paz,12,-34.58159762,-58.51452347,moto,pasajeros,conductor,masculino,20,fatal,2017,3,1,1,2
2017-0037,1,2017-03-31,3,avenida,1,-34.61799615,-58.38896772,moto,cargas,conductor,masculino,41,fatal,2017,3,1,1,1
2017-0038,1,2017-04-01,19,avenida,7,-34.64363363,-58.44516857,moto,auto,conductor,femenino,40,fatal,2017,4,2,1,1
2017-0040,1,2017-04-03,9,avenida,13,-34.54560369,-58.43834197,auto,multiple,conductor,masculino,43,fatal,2017,4,2,1,1
2017-0041,1,2017-04-03,23,calle,7,-34.63531854,-58.45485084,moto,auto,conductor,masculino,17,fatal,2017,4,2,1,1
2017-0042,1,2017-04-10,9,gral paz,14,,,moto,cargas,conductor,masculino,,fatal,2017,4,2,1,1
2017-0045,1,2017-04-14,6,calle,10,-34.62454175,-58.52449285,moto,objeto fijo,conductor,masculino,21,fatal,2017,4,2,1,1
2017-0047,1,2017-04-23,6,avenida,8,-34.6719879,-58.46713742,moto,auto,conductor,masculino,37,fatal,2017,4,2,1,1
2017-0049,1,2017-04-27,18,avenida,8,-34.65554754,-58.43850413,peaton,pasajeros,peaton,masculino,22,fatal,2017,4,2,1,1
2017-0050,2,2017-04-28,11,autopista,9,,,moto,cargas,conductor,masculino,46,fatal,2017,4,2,1,1
2017-0050,2,2017-04-28,11,autopista,9,,,moto,cargas,pasajero_acompañante,masculino,16,fatal,2017,4,2,1,2
2017-0051,1,2017-05-01,3,autopista,7,,,auto,auto,conductor,masculino,33,fatal,2017,5,2,1,1
2017-0052,1,2017-05-05,3,gral paz,8,-34.68095739,-58.49413799,peaton,cargas,peaton,femenino,47,fatal,2017,5,2,1,1
2017-0053,1,2017-05-05,20,calle,4,-34.65326075,-58.37547846,moto,cargas,conductor,masculino,28,fatal,2017,5,2,1,1
2017-0054,1,2017-05-07,21,avenida,15,-34.58689719,-58.48680218,moto,auto,pasajero_acompañante,femenino,20,fatal,2017,5,2,1,1
2017-0055,1,2017-05-09,8,avenida,12,-34.57962262,-58.49563989,auto,auto,conductor,masculino,32,fatal,2017,5,2,1,1
2017-0058,1,2017-05-09,23,avenida,1,-34.5991594,-58.38403232,peaton,moto,peaton,masculino,80,fatal,2017,5,2,1,1
2017-0059,1,2017-05-11,9,calle,1,-34.62693865,-58.38223382,peaton,pasajeros,peaton,femenino,39,fatal,2017,5,2,1,1
2017-0060,1,2017-05-13,7,avenida,8,-34.67323292,-58.45966521,moto,objeto fijo,pasajero_acompañante,masculino,30,fatal,2017,5,2,1,1
2017-0061,1,2017-05-15,13,avenida,2,-34.59871111,-58.39303911,peaton,moto,peaton,masculino,47,fatal,2017,5,2,1,1
2017-0062,1,2017-05-15,16,avenida,10,-34.63395999,-58.51262106,moto,cargas,conductor,masculino,35,fatal,2017,5,2,1,1
2017-0063,1,2017-05-17,10,avenida,1,-34.61646839,-58.38118367,peaton,pasajeros,peaton,femenino,79,fatal,2017,5,2,1,1
